"id","name","subdomain","site","phone","addr1","addr2","city","state","zip","notes","discount_code","discount_rate","created_at","updated_at","species","email","contact","facility"
719,"Bluebonnet Hills Funeral Home & Memorial Park","bluebonnethills","www.bluebonnethills.com","(817) 498-5894","5725 Colleyville Boulevard","","Colleyville","TX",76034,"Added 07/07/12.  Amanda found us while showing a family the STEI Catalog, and sold one of urns (ac).","SE",50,"2012-07-07 21:36:43","2012-07-07 21:36:43","human","avanston@stei.com","Amanda Vanston - Funeral Arranger",43342
720,"J.Henry Stuhr Funeral Chapels and Crematory","Jhenrystuhr","www.jhenrystuhr.com","843-723-2524","","","","PW","","","","","2012-07-13 13:12:40","2012-11-29 23:56:58","human","","Robert E. Parks",""
721,"Click Funeral Home","clickfh","www.clickfh.com","865-671-6100","11915 Kingston Pike","","Knoxville","TN",37934,"07/29/12 Added as prospect [ac].
08/27/13 Changed to distributor [ac].","",50,"2012-07-30 19:33:53","2013-08-27 16:24:36","human","larry@clickfuneralhome.com","Larry Click",""
722,"David C. Gross Funeral Homes","davidcgross","www.davidcgross.com","727-381-4911","6366 Central Avenue","","St. Petersburg, FL","PW",33707,"08/13/12: Cold called on Michael [ac].","","","2012-08-14 10:51:03","2012-08-14 10:51:03","human","grossandsons.@aol.com","Michael Gross",""
723,"Rose Mortuary - Mann Heritage Chapel","rosemortuarymannheritage","www.rosemortuary.com","(865) 588-8578","6200 Kingston Pike","","Knoxville ","TN",37919,"07/25/12: Cold called on Rose.  Met Adam Starkey, Bob's son.  Came back on 07/26/12 and met Bob [ac]
08/22/12: Calrk & I met with Brian, Bob's other son, and set them up as Partner with Display [ac].","",50,"2012-08-24 15:11:02","2012-08-24 16:07:43","human","rostarkey@rosemortuary.com","Bob Starkey",""
724,"Fuller Funeral Home - Cremation Services","fullernaples","www.fullerfuneralhome.com","(239) 592-1611","1625 Pine Ridge Road","","Naples, FL","PW","","Added 08/28/12 [ac].
Carriage Services Facility #F-523.  This is the headquarters; 3 other facilities in area.
","",50,"2012-08-28 18:42:53","2012-08-28 18:42:53","human","jim.geeslin@carriageservices.com","Jim Geeslin, Managing Partner",""
725,"Dysart-Cofoid Funeral Chapel","dysart-cofoid","www.dcfunerals.com","815-339-2231","P.O. Box 590","208 South McCoy St.","Granville","IL",61326,"10/09/12:  Met at NFDA 2012 Expo in Charlotte.  Committed to a display order [ac].","",50,"2012-10-22 19:25:28","2012-10-22 19:25:28","human","","Bob & Darlene Cofoid",""
726,"vessel ","galleryvessel","www.galleryvessel.com/","(231) 645-4180","3807 East Bodus Road","","Cedar","MI",49621,"12/06/12:  Anne inquired vis our website to market our urns on her website.  Spoke with her about opportunity [ac].
12/10/12:  Sent Anne email & landing page [ac].
01/11/13: Anne purchased a display for her webstore [ac].","",25,"2012-12-10 18:45:45","2013-05-16 17:39:01","human","anne@galleryvessel.com","Anne Noble",""
727,"Nimsgern Funeral & Cremation Service","nimsgern","www.nimsgernfuneral.com","715-439-4100","1025 Margaret Street","","Woodruff, WI","PW",54568,"12/27/12:  Added as prospect per online inquiry [ac].","",25,"2012-12-27 18:05:31","2012-12-27 18:05:31","human","jamie@nimsgernfuneral.com","Jamie Nimsgern",""
728,"John M. Taylor Funeral Home","johnmtaylorfh","www.johnmtaylorfuneralhome.com","410-263-4422","147 Duke of Gloucester Street","","Annapolis","MD",21401,"01/03/13:  Added.  They were not aware of our product until a family pointed it out from the Stewart catalog [ac].","",50,"2013-01-03 21:58:17","2013-01-03 21:58:17","human","mklobert@stei.com","Myelin Klobert - FD",20341
729,"O'Connor Mortuary","oconnormortuary","www.oconnormortuary.com","(949) 581-4300","Laguna Hills Chapel & Crematory","25301 Alicia Parkway","Laguna Hills, CA","PW",92653,"Added 01/10/13 [ac].","","","2013-01-10 18:29:47","2013-01-10 18:34:22","human","chris@oconnormortuary.com","Chris - Manager",""
730,"Crazy Cat People","crazycatpeople","","(912) 306-8642","","","Duluth, GA","PW","","01/14/13:  Added as a prospective client.  Thien emailed us asking if he could sell our product through their web store they are developing [ac].","",25,"2013-01-14 18:08:57","2013-01-14 18:08:57","pet","info@crazycatpeople.com","Thien Dang",""
731,"Southern Cremations & Funerals at Cheatham Hill","southerncremations","www.southerncremations.com","770-919-7100","1861 Dallas Highway SW","","Marietta","GA",30064,"Added 01/17/13 [ac].","",50,"2013-01-17 16:50:36","2013-01-17 17:42:29","human","mcallahan@stei.com","Michelle Callahan - Manager",10341
732,"USMilitaryStuff.com","usmilitarystuff","www.usmilitarystuff.com","","","","","PW","","Added 01/31/13.  This is Spartacraft acting through their website [ac].","",25,"2013-01-31 22:53:32","2013-01-31 22:53:32","human","","Mandy Teague",""
733,"Garnand Funeral Homes","garnand","www.garnandfuneralhomes.com","620-276-3219","412 North 7th Street","","Garden City","KS",67846,"Added 02/05/13 [ac].","",50,"2013-02-05 21:53:55","2013-02-05 21:53:55","human","gardencity@garnandfuneralhomes.com","Darin Bradstreet",""
734,"Eline Funeral Home","elinefh","www.elinefh.com","(410) 239-8163","934 South Main Street","","Hampstead, MD ","PW",21074,"03/01/113: Added as prospect, sent email and landing page [ac].","","","2013-03-01 15:34:36","2013-03-01 15:34:36","human","seline@elinefh.com","Steven Eline",""
735,"Shives Funeral Home","shivesfh","www.shivesfuneralhome.com","803-754-6290","5202 Colonial Drive","","Columbia","SC",29203,"10/08/12: Met @ NFDA in Charlotte
03/04/13: Added as Distributor [ac].","",50,"2013-03-04 14:45:48","2013-03-04 14:45:48","human","rshives@shivesfuneralhome.com","Randolph Shives",""
736,"Rose Pet Memoril Center","rosepetmemoriol","","317-440-6139","9595 volpcriso ct. ","","Indianapolis","IL",46278,"Show 2013 Tampa ICCFA 4/9/13 - 4/13/13
New start up pet chapel and retail
Set up display ","","","2013-04-29 20:34:01","2013-04-29 20:43:18","pet","jane@igpr.org","",""
737,"Berardinelli Family Funeral Services ","berardinelli","www.berardinellifuneralhome.com","(505) 984-8600","1399 Luisa Street","","Santa Fe, NM","PW",87505,"04/12/13:  Visited our booth at ICCFA in Tampa.  Russ has sold our product before in Virginia [ac].
04/30/13:  Added as distributor and sent email with landing page [ac].","",50,"2013-04-30 16:26:46","2013-04-30 16:26:46","human","wecare@berardinellifuneralhome.com","Russ Harmon, Managing Partner",""
738,"A. E. Carter Funeral Home","aecarterfh","www.aecarterfunerlhome.com","706-752-1790","1670 Atlanta Highway","","Madison","GA",30650,"05/01/13: Added as distributor [ac].","",50,"2013-05-01 16:35:01","2013-05-01 16:35:01","human","aecarter@gmail.com","Adam Carter - FD, Owner",""
739,"Taylor & Modeen Funeral Home","taylormodeenfp2","http://taylormodeen.funeralplan2.com/","(561) 744-2030","250 Center Street","","Jupiter, FL","PW",33458,"05/29/13: Added as f-u to sales call by Clark; emailed landing page [ac].","","","2013-05-29 19:07:40","2013-05-29 19:07:40","human","hometaylor@bellsouth.net","Mike Taylor, FD","SIFH"
740,"Heartland Memorial Center","heartlandmemorial","www.heartlandmemorial.com","708-444-2266","7151 183rd Street","","Tinley Park","IL",60477,"06/11/13: Added as distributor [ac].","",50,"2013-06-11 20:35:00","2013-06-11 22:22:48","human","heartlandmemorial@gmail.com","J. C. hirsch",""
741,"The J. F. Floyd Mortuary","floydmortuary","www.floydmortuary.com","(864) 582-5451","235 North Church Street","","Spartanburg","SC",29306,"06/21/13:  Added as distributor [ac].","",50,"2013-06-21 19:22:10","2013-06-21 19:22:10","human","efargis@bellsouth.net","Eddie Fargis",""
742,"Lowe Funeral Home & Crematory","lowefuneralhome","www.lowefuneralhome.com","336-228-8366","2205 South Church Street","","Burlington","NC",27215,"06/27/13: Added.  Referral from Bill Simpson; purchased 2 FA pieces and acorns for display [ac].","",50,"2013-06-27 17:01:40","2013-06-28 19:56:56","human","jim@lowefuneralhome.com","Jim Lowe, President",""
743,"Funeral Choices of Chantilly","funeralchoices","www.funeralchoices.com","703-378-6896","14522L Lee Road","","Chantilly","VA",20151,"07/08/13: Called and ordered 2 acorns for display.  Asked if we had a catalog or if everything is online - wants a brochure [ac].","",50,"2013-07-09 13:31:27","2013-07-09 15:43:59","human","donnia.carmical@funeralchoices.com ","Donnia York-Carmical",""
744,"Mainely Urns","mainelyurns","www.mainelyurns.com","207-512-4081","194 Gray Road","","Cumberland","ME",04021,"08/16/13: Added [ac].","",50,"2013-08-16 18:36:47","2013-08-16 18:36:47","human","michael@mainelyurns.com","Michael Madore, President",""
745,"Pearson's Funeral Home","pearsonfh","www.pearsonfuneralhome.com","(502) 896-0349","149 Breckenridge Lane","","Louisville","KY",40207,"08/22/13 Added as prospective distributor after Clark & Bob Jenkins called on them 08/07/13 [ac].","",50,"2013-08-22 14:16:08","2013-08-22 14:16:08","human","lrobbins@pearsonfuneralhome.com","Larry Robbins - Owner, Mgr.",""
746,"Lauer Family Funeral Homes","lauerfh","www.lauerfh.com","(517) 524-8224","116 South Main Street","","Concord, MI","PW",49237,"08/22/13: Added. Referral from Clark's dad who met Steven while attending a funeral in Michigan [ac].","",50,"2013-08-22 14:52:49","2013-08-22 14:54:00","human","slauer@lauerfh.com","Steven Lauer, Owner",""
747,"Lakes Funeral Home","lakesfh","www.lakesfuneralhome.com","859-986-8416","203 N. Dogwood Drive","","Berea, KY","PW",40403,"08/29/13: Clark called on Lakes, met Janel, but had to exit when family came in; added as prospective distributor, sent landing page email [ac].","","","2013-08-29 20:38:33","2013-08-29 20:38:33","human","janel@lakesfuneralhome.com","Janel Lakes Davenport",""
748,"Reppert Funeral Home and Cremation Service","reppertfh","www.reppertfuneralhome.com","(859) 986-3165","110 N. Broadway","","Berea, KY","PW",40403,"08/29/13 Added as prospect.  Clark cold called on Reppert while in Berea and met Lonnie [ac].","","","2013-08-30 10:55:21","2013-08-30 10:55:21","human","professor1954@hotmail.com","Lonnie Reppert",""
749,"Davis and Powell Funeral Home","davisandpowellfh","www.davisandpowellfuneralhome.com","(859) 986-4220","616 Chestnut Street","","Berea, KY","PW",40403,"08/29/13: Clark cold called on FH and met Jim & Gregory; added as prospect, send landing page email [ac].","","","2013-08-30 11:20:16","2013-08-30 11:20:16","human","info@davisandpowellfuneralhome.com","Jim Davis & Gregory Powell",""
750,"Bellefontaine Cemetery","bellefontainecemetery","www.bellefontainecemetery.org","314-381-0750","4947 W. Florissant Avenue","","St. Louis","MO",63115,"03/12: Met Rick @ ICCFA in Vegas [ac].
09/03/13: Added.  Gracie ordered urn for niche customer, she saw us @ ICCFA in Tampa and has our acorn [ac].","",50,"2013-09-03 20:31:20","2013-09-03 20:31:20","human","gmacdonell@bellefontainecemetery.com","Rick Lay, Mgr / Gracie McDonell",""
751,"Brown-Oglesby Funeral Home","brownoglesbyfh","www.brownoglesbyfuneralhome.com","864-882-2324","101 E. North Second Street","","Seneca, SC","PW",29678,"Cold called on FH, met David; he liked the urns.  His dad, Charles, makes inventory decisions [ac].","","","2013-09-16 21:11:39","2013-09-16 21:11:39","human","","David Oglesby - VP",""
752,"Fox and Weeks Funeral Directors","foxandweeks","www.foxandweeks.com","912-352-7200","7200 Hodgson Memorial Drive","","Savannah, GA","PW",31406,"09/19/13: Clark visited FH.  Met with Steve & Pam Sullivan, Controller. Added as PW, sent email w-landing page [ac]. ","","","2013-09-19 15:18:21","2013-09-19 15:18:21","human","steveweeks@foxandweeks.com","Steve Weeks, Co-President",""
753,"Ponte Vedra Valley","pontevedravalley","www.pontevedravalley.com","904-285-1130","4750 Palm Valley Road","","Ponte Vedra Beach, FL","PW",32082,"09/20/13: Clark cold called on PVV and met Brent; added as prospect and sent landing page [ac].","","","2013-09-23 14:38:46","2013-09-23 14:38:46","human","brent@pontevedravalley.com","Brent Hendrick",""
754,"The Casket Store","thecasketstore","www.thecasketstore.com","904-695-9155","4555 San Juan Avenue","","Jacksonville, FL","PW",32210,"09/20/13: Clark cold called and met Larry.  Was receptive to our product.  They are a store front for funeral merchandise, not a FH.  Need to send landing page [ac].","","","2013-09-23 15:35:24","2013-09-23 15:35:24","human","thecasketstore@gmail.com","Larry Self - Owner",""
755,"Quinn Shalz Family Funeral Home","quinn-shalz","www.quinn-shalz.com","904-249-1100","3600 Third Street South","","Jacksonville Beach, FL","PW",32250,"09/20/113: Clark cold called on FH; met Darlene in parking lot smoking a cigarette.  She loves our product, will look online next week and order [ac].
09/23/13: Added to web database as prospect, emailed landing page [ac].","","","2013-09-23 17:07:42","2013-09-23 17:07:42","human","dsmith@quinn-shalz.com","Darlene Smith - Managing Director",""
756,"Gamble Funeral Service","gamblefuneralservice","www.gamblefuneralservice.com","912-354-1616","410 Stephenson Avenue","","Savannah, GA ","PW",31405,"09/19/13: Clark cold called after not gaining appt [ac].
09/23/13: Added as prospect, sent landing page [ac].","","","2013-09-23 17:32:13","2013-09-23 17:32:13","human","edgamble@gamblefuneralservice.com","Ed Gamble - Owner",""
757,"Chapman Funeral Chapel","chapmanfuneralchapel","www.chapmanfuneralchapel.net","912-264-2444","5951 Golden Isles Parkway","","Brunswick, GA ","AK",31525,"09/18/13: Clark cold called on FH; met Allyson.
09/23/13: Added to web database to create courtesy landing page [ac].","","","2013-09-23 19:09:07","2013-09-23 19:09:07","human","achapmanga05@aol.com","Allyson Chapel",""
758,"Bonaventure Funeral Home","bonaventurefh","www.bonaventurefh.com","912-335-8506","1328 Dean Forest Road","","Savannah, GA","PW",31405,"09/19/13: Clark cold called on FH as a targeted prospect while traveling to Jacksonville; was told to see C.J. Neesmith [ac].
09/23/13 Added to web database; sent email with landing page [ac].","","","2013-09-23 19:29:58","2013-09-23 19:31:48","human","cjneesmith@familiesfirstcare.com","C.J. Neesmith (see First Family Funeral)",""
759,"Hall-Wynne Funeral Services","hallwynne","www.hallwynne.com","919-688-6387","1113 W. Main Street","","Durham, NC","PW",27701,"09/27/13: Added as prospect.  Mark is integral with SIFH [ac].","","","2013-09-27 15:37:43","2013-09-27 15:37:43","human","mark@hallwynne.com","Mark Higgins - Owner/Pres",""
760,"Oakey's Funeral Service & Crematory","oakeys","www.oakeys.com","540-982-2100","318 Church Avenue SW","","Roanoke, VA","PW",24016,"10/02/13: Added as prospect.  A big customer of MasterCraft caskets and a referral from Bill Simpson.  Clark has appt to meet Sam on 10/03/13 [ac].","","","2013-10-02 18:51:40","2013-10-02 18:51:40","human","oakeysfs@oakeys.com","Samuel Oakey - President",""
761,"Thomas McAfee Funeral Homes","thomasmcafee","www.thomasmcafee.com","(864) 232-6733","639 N. Main Street","","Greenville, SC","PW",29602,"10/29/13: Added as prospect.  Met John McAfee & wife, Preston, at SIFH Gala on 10/18/13. John is Mgr of NW location [ac].
","","","2013-10-29 13:21:05","2013-10-29 13:21:05","human","","Thomas McAfee IV - President",""
762,"Usrey Funeral Home","usreyfh","www.usreyfuneralhome.com","256-362-2344","516 North Street East","","Talledega, AL","PW",35160,"10/29/13: Added.  Met Mike at NFDA Expo, likes product [ac].","","","2013-10-29 13:44:11","2013-10-29 13:44:11","human","usrey2344@hotmail.com","Mike Perry - Co-owner/Operator",""
763,"Westford Funeral Home & Cremation Service","westfordfh","www.westfordfuneralhome.com","360-734-1717","1301 Broadway","","Bellingham, WA","PW",98225,"10/29/13 Added as prospect. Clark met Clark at NFDA Expo in Austin [ac].","","","2013-10-29 16:46:34","2013-10-29 16:46:34","human","info@westfordfuneralhome.com","Clark Cotner",""
764,"Porter Loring Mortuaries","porterloring","www.porterloring.com","(210) 227-8221","1101 McCullough Avenue","","San Antonio, TX","PW",78212,"10/29/13: Added as prospect. SIFH. Met at SIGH Gala in Austin [ac].","","","2013-10-29 19:00:48","2013-10-29 19:00:48","human","P13@porterloring.com","Porter Loring",""
